,opera,total_words,correct_lemmas,correct_pos,lemma_accuracy,pos_accuracy
127,thuc-3-1-20-bu1.xml,3000,2027,0,0.676,0.0
128,thuc-3-21-40-bu1.xml,3954,2667,0,0.675,0.0
129,xen-cyr-1-1-2-bu1.xml,2539,1687,0,0.664,0.0
130,xen-cyr-1-3-4-bu1.xml,5532,3613,0,0.653,0.0
131,xen-cyr-1-5-bu1.xml,1221,823,0,0.674,0.0
132,xen-cyr-1-6-bu1.xml,4963,3196,0,0.644,0.0
133,xen-cyr-7-1-3-tree.xml,5410,4521,0,0.836,0.0
134,xen-cyr-7-4-5-tree.xml,5409,4482,0,0.829,0.0
135,xen-cyr-8-1-8-4-bu1.xml,9802,6429,0,0.656,0.0
136,xen-cyr-8-5-7-bu1.xml,4891,3334,0,0.682,0.0
137,xen-cyr-8-8-bu1.xml,1557,1114,0,0.715,0.0
138,xen-hell-1-1-4-bu2.xml,4132,2842,0,0.688,0.0
139,xen-hell-1-5-7-bu1.xml,4420,2991,0,0.677,0.0
140,xen-hell-2-bu1.xml,9033,6106,0,0.676,0.0
141,xen-hell-3-bu1.xml,9816,6679,0,0.68,0.0
