@ref,@id,@form,@lemma,@postag,@relation
Leuven|0032-002|43|42,42,ἕκαστα,ἕκαστος,a-p---nn-,SBJ
Leuven|0032-002|43|43,43,γίγνεται,γίγνομαι,v3spie---,OBJ
Leuven|0032-002|43|44,44,",",",",u--------,AuxX
Leuven|0032-002|43|45,45,ποιήσειν,ποιέω,v--fna---,OBJ
Leuven|0032-002|43|46,46,",",",",u--------,AuxX
Leuven|0032-002|43|47,47,ὅταν,ὅταν,c--------,AuxC
Leuven|0032-002|43|48,48,βούλωνται,βούλομαι,v3ppse---,ADV
Leuven|0032-002|43|49,49,",",",",u--------,AuxX
Leuven|0032-002|43|50,50,καὶ,καί,c--------,AuxY
Leuven|0032-002|43|51,51,ἀνέμους,ἄνεμος,n-p---ma-,OBJ_CO
Leuven|0032-002|43|52,52,καὶ,καί,c--------,AuxY
Leuven|0032-002|43|53,53,ὕδατα,ὕδωρ,n-p---na-,OBJ_CO
Leuven|0032-002|43|54,54,καὶ,καί,c--------,AuxY
Leuven|0032-002|43|55,55,ὥρας,ὥρα,n-p---fa-,OBJ_CO
Leuven|0032-002|43|56,56,καὶ,καί,c--------,COORD
Leuven|0032-002|43|57,57,ὅτου,ὅστις,p-s---ng-,OBJ
Leuven|0032-002|43|58,58,ἂν,ἄν,d--------,AuxY
Leuven|0032-002|43|59,59,ἄλλου,ἄλλος,p-s---ng-,ATR
Leuven|0032-002|43|60,60,δέωνται,δέω,v3ppse---,OBJ_CO
Leuven|0032-002|43|61,61,τῶν,ὁ,l-p---ng-,ATR
Leuven|0032-002|43|62,62,τοιούτων,τοιοῦτος,p-p---ng-,ATR
Leuven|0032-002|43|63,63,",",",",u--------,AuxX
Leuven|0032-002|43|64,64,ἢ,ἤ1,c--------,COORD
Leuven|0032-002|43|65,65,τοιοῦτον,τοιοῦτος,p-s---na-,OBJ
Leuven|0032-002|43|66,66,μὲν,μέν,d--------,AuxY
Leuven|0032-002|43|67,67,οὐδὲν,οὐδείς,p-s---na-,ATR
Leuven|0032-002|43|68,68,οὐδ’,οὐδέ,d--------,AuxZ
Leuven|0032-002|43|69,69,ἐλπίζουσιν,ἐλπίζω,v3ppia---,OBJ_CO
Leuven|0032-002|43|70,70,",",",",u--------,AuxX
Leuven|0032-002|43|71,71,ἀρκεῖ,ἀρκέω,v3spia---,OBJ_CO
Leuven|0032-002|43|72,72,δ’,δέ,d--------,COORD
Leuven|0032-002|43|73,73,αὐτοῖς,αὐτός,p-p---md-,OBJ
Leuven|0032-002|43|74,74,γνῶναι,γιγνώσκω,v--ana---,SBJ
Leuven|0032-002|43|75,75,μόνον,μόνος,a-s---na-,AuxZ
Leuven|0032-002|43|76,76,ᾗ,ᾗ,d--------,ADV
Leuven|0032-002|43|77,77,τῶν,ὁ,l-p---ng-,ATR
Leuven|0032-002|43|78,78,τοιούτων,τοιοῦτος,p-p---ng-,ATR
Leuven|0032-002|43|79,79,ἕκαστα,ἕκαστος,a-p---nn-,SBJ
Leuven|0032-002|43|80,80,γίγνεται,γίγνομαι,v3spie---,OBJ
Leuven|0032-002|43|81,81,.,.,u--------,AuxK
Leuven|0032-002|43|82,82,.,.,u--------,AuxK
"""""",83,[0],"""""","""""",PRED
