@ref,@id,@form,@lemma,@postag,@relation
Leuven|0041-001|137|46,46,μεσοῦντος,μεσόω,v-sppamg-,ADV
Leuven|0041-001|137|47,47,ἔτι,ἔτι,d--------,ADV
Leuven|0041-001|137|48,48,τοῦ,ὁ,l-s---mg-,ATR
Leuven|0041-001|137|49,49,χειμῶνος,χειμών,n-s---mg-,SBJ
Leuven|0041-001|137|50,50,οὐκ,οὐ,d--------,AuxZ
Leuven|0041-001|137|51,51,ἐδυνάμην,δύναμαι,v1siie---,ExD
Leuven|0041-001|137|52,52,),̓,u--------,AuxG
Leuven|0041-001|137|53,53,",",",",u--------,AuxX
Leuven|0041-001|137|54,54,ἐπεὶ,ἐπεί,c--------,AuxC
Leuven|0041-001|137|55,55,καὶ,καί,d--------,AuxZ
Leuven|0041-001|137|56,56,τελέως,τέλειος,d--------,ADV
Leuven|0041-001|137|57,57,ἄτοπον,ἄτοπος,a-s---nn-,PNOM
Leuven|0041-001|137|58,58,ὁμοίους,ὅμοιος,a-p---ma-,PNOM
Leuven|0041-001|137|59,59,ἡμᾶς,ἐγώ,p1p---ca-,SBJ
Leuven|0041-001|137|60,60,εἶναι,εἰμί,v--pna---,SBJ_CO
Leuven|0041-001|137|61,61,τοῖς,ὁ,l-p---md-,OBJ
Leuven|0041-001|137|62,62,ἐπειδάν,ἐπειδάν,c--------,AuxC
Leuven|0041-001|137|63,63,τι,τις,p-s---nn-,SBJ
Leuven|0041-001|137|64,64,ταραχθῇ,ταράσσω,v3sasp---,ADV
Leuven|0041-001|137|65,65,τῆς,ὁ,l-s---fg-,ATR
Leuven|0041-001|137|66,66,πατρίδος,πατρίς,n-s---fg-,ATR
Leuven|0041-001|137|67,67,ἀποδιδράσκουσιν,ἀποδιδράσκω,v-pppamd-,ADV
Leuven|0041-001|137|68,68,ὅπῃ,ὅπη,d--------,ADV
Leuven|0041-001|137|69,69,ἂν,ἄν,d--------,AuxY
Leuven|0041-001|137|70,70,τύχῃ,τυγχάνω,v3sasa---,OBJ
Leuven|0041-001|137|71,71,",",",",u--------,AuxX
Leuven|0041-001|137|72,72,ἀλλὰ,ἀλλά,c--------,COORD
Leuven|0041-001|137|73,73,μὴ,μή,d--------,AuxZ
Leuven|0041-001|137|74,74,τότε,τότε,d--------,ADV
Leuven|0041-001|137|75,75,μάλιστα,μάλα,d-------s,ADV
Leuven|0041-001|137|76,76,παρεῖναι,πάρειμι,v--pna---,SBJ_CO
Leuven|0041-001|137|77,77,",",",",u--------,AuxX
Leuven|0041-001|137|78,78,ὅτε,ὅτε,c--------,AuxC
Leuven|0041-001|137|79,79,ἀνδρῶν,ἀνήρ,n-p---mg-,OBJ
Leuven|0041-001|137|80,80,ὠφελησόντων,ὠφελέω,v-pfpamg-,ATR
Leuven|0041-001|137|81,81,δεῖται,δέω,v3spie---,ADV
Leuven|0041-001|137|82,82,.,.,u--------,AuxK
"""""",83,[0],"""""","""""",PRED
