Unnamed: 0,@form,lemma_1,lemma_2,lemma_3,lemma_4,lemma_5,lemma_6,lemma_7,lemma_8,lemma_9,lemma_10,lemma_11,lemma_12,lemma_13,lemma_14,lemma_15,lemma_16,lemma_17,lemma_18,lemma_19,lemma_20,postag_1,postag_2,postag_3,postag_4,postag_5,postag_6,postag_7,postag_8
12988,στόμια,,στόμιον,,,,,,,,,,,,,,,,,,,n-p---na-,,,,,,,
14503,στόμιον,,στόμιον,,,,,,,,,,,,,,,,,,,n-s---na-,,,,,,,
18851,στόμωμα,στόμωμα,,,,,,,,,,,,,,,,,,,,n-s---na-,,,,,,,
20596,στύπη,,στύπος,,,,,,,,,,,,,,,,,,,n-p---na-,,,,,,,
13595,στὰς,ἵστημι,,,,,,,,,,,,,,,,,,,,v-sapamn-,,,,,,,
13299,στᾶσα,ἵστημι,,,,,,,,,,,,,,,,,,,,v-sapafn-,,,,,,,
18310,στῆθος,στῆθος,,,,,,,,,,,,,,,,,,,,n-s---na-,,,,,,,
4346,στῆσαι,ἵστημι,,,,,,,,,,,,,,,,,,,,v--ana---,,,,,,,
16317,στῇ,,ἵστημι,,,,,,,,,,,,,,,,,,,v3sfia---,,,,,,,
11833,συγγίνεσθαι,συγγίγνομαι,,,,,,,,,,,,,,,,,,,,v--pne---,,,,,,,
20680,συγγεγενημένον,συγγίγνομαι,,,,,,,,,,,,,,,,,,,,v-srpema-,,,,,,,
4442,συγγεγενημένῃ,συγγίγνομαι,,,,,,,,,,,,,,,,,,,,v-srpefd-,,,,,,,
2596,συγγεγενῆσθαι,συγγίγνομαι,,,,,,,,,,,,,,,,,,,,v--rne---,,,,,,,
15363,συγγενεῖ,συγγενής ,,,,,,,,,,,,,,,,,,,,n-s---md-,,,,,,,
6967,συγγενεῖς,συγγενής,,,,,,,,,,,,,,,,,,,,a-p---fa-,a-p---ma-,a-p---mn-,n-p---ma-,n-p---mn-,,,
2871,συγγενομένης,συγγίγνομαι,,,,,,,,,,,,,,,,,,,,v-sapmfg-,,,,,,,
20870,συγγενομένων,συγγίγνομαι,,,,,,,,,,,,,,,,,,,,v-papmfg-,,,,,,,
23579,συγγενῆ,συγγενής,,,,,,,,,,,,,,,,,,,,n-d---mn-,,,,,,,
18739,συγγενῶν,συγγενής,,,,,,,,,,,,,,,,,,,,a-p---mg-,,,,,,,
13611,συγγινωσκόμενος,συγγιγνώσκω,,,,,,,,,,,,,,,,,,,,v-sppemn-,,,,,,,
15175,συγγνωσθῆναί,συγγιγνώσκω,,,,,,,,,,,,,,,,,,,,v--anp---,,,,,,,
13505,συγγνώμη,  ,συγγνώμη,,,,,,,,,,,,,,,,,,,n-s---fn-,,,,,,,
18094,συγγνώμην,συγγνώμη,,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
8978,συγγνώμονας,συγγνώμων,,,,,,,,,,,,,,,,,,,,a-p---ma-,,,,,,,
3515,συγγράμματα,,,σύγγραμμα,,,,,,,,,,,,,,,,,,n-p---na-,n-p---nn-,,,,,,
616,συγγράμματι,,,,σύγγραμμα,,,,,,,,,,,,,,,,,n-s---nd-,,,,,,,
14201,συγγράφουσιν,συγγράφω,,,,,,,,,,,,,,,,,,,,v3ppia---,,,,,,,
13674,συγγραμμάτων,,σύγγραμμα,,,,,,,,,,,,,,,,,,,n-p---ng-,,,,,,,
9190,συγγραφέα,συγγραφεύς,,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
7531,συγγραφέως,,συγγραφεύς,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
8123,συγγραφεὺς,συγγραφεύς,,,,,,,,,,,,,,,,,,,,n-s---mn-,,,,,,,
20401,συγγραφεῖ,,συγγραφεύς,,,,,,,,,,,,,,,,,,,n-s---md-,,,,,,,
7724,συγγραφεῖς,συγγραφεύς,,,,,,,,,,,,,,,,,,,,n-p---mn-,,,,,,,
13670,συγγραψάμενοι,συγγράφω,,,,,,,,,,,,,,,,,,,,v-papmmn-,,,,,,,
13651,συγγραψαμένους,συγγράφω,,,,,,,,,,,,,,,,,,,,v-papmma-,,,,,,,
25040,συγκάμψας,συγκάμπτω,,,,,,,,,,,,,,,,,,,,v-sapamn-,,,,,,,
5419,συγκαθήμενοι,συγκάθημαι,,,,,,,,,,,,,,,,,,,,v-prpmmn-,,,,,,,
21095,συγκαθίστασθαι,,συγκαθίστημι,,,,,,,,,,,,,,,,,,,v--pne---,,,,,,,
23628,συγκαθειργμένη,συγκαθείργω,,,,,,,,,,,,,,,,,,,,v-srpefn-,,,,,,,
17080,συγκαθεῖρξαι,,,συγκαθείργω,,,,,,,,,,,,,,,,,,v--ana---,,,,,,,
17720,συγκαλύπτων,συγκαλύπτω,,,,,,,,,,,,,,,,,,,,v-sppamn-,,,,,,,
20103,συγκατέστησαν,συγκαθίστημι,,,,,,,,,,,,,,,,,,,,v3paia---,,,,,,,
2961,συγκατέφυγεν,συγκαταφεύγω,,,,,,,,,,,,,,,,,,,,v3saia---,,,,,,,
5509,συγκαταίνους,συγκάταινος,,,,,,,,,,,,,,,,,,,,a-p---ma-,,,,,,,
12741,συγκαταγηράσκειν,συγκαταγηράσκω,,,,,,,,,,,,,,,,,,,,v--pna---,,,,,,,
14942,συγκατακείμενος,συγκατάκειμαι,,,,,,,,,,,,,,,,,,,,v-srpemn-,,,,,,,
12067,συγκατακληίεται,συγκατακλείω,,,,,,,,,,,,,,,,,,,,v3spie---,,,,,,,
2251,συγκαταλέγει,συγκαταλέγω,,,,,,,,,,,,,,,,,,,,v3spia---,,,,,,,
24013,συγκαταπιμπλάναι,συγκαταπίμπλημι,,,,,,,,,,,,,,,,,,,,v--pna---,,,,,,,
19582,συγκαταφερόμενοι,συγκαταφέρω,,,,,,,,,,,,,,,,,,,,v-pppemn-,,,,,,,
21217,συγκαταφθείρῃ,συγκαταφθείρω,,,,,,,,,,,,,,,,,,,,v3spsa---,,,,,,,
25314,συγκατεγνωσμένων,συγκαταγιγνώσκω,,,,,,,,,,,,,,,,,,,,v-prpemg-,,,,,,,
14853,συγκατεκλίνετο,,συγκατακλίνω,,,,,,,,,,,,,,,,,,,v3siie---,,,,,,,
11593,συγκατεργασάμενος,συγκατεργάζομαι,,,,,,,,,,,,,,,,,,,,v-sapemn-,,,,,,,
16073,συγκατῆλφεν errore?,συγκατέρχομαι,,,,,,,,,,,,,,,,,,,,v3saia---,,,,,,,
9501,συγκείμενα,,,,σύγκειμαι,,,,,,,,,,,,,,,,,v-prpena-,,,,,,,
22875,συγκείμενον,σύγκειμαι,,,,,,,,,,,,,,,,,,,,v-sppena-,,,,,,,
23353,συγκείμενος,σύγκειμαι,,,,,,,,,,,,,,,,,,,,v-srpemn-,,,,,,,
25878,συγκειμένη,σύγκειμαι,,,,,,,,,,,,,,,,,,,,v-srpefn-,,,,,,,
8997,συγκειμένοις,,σύγκειμαι,,,,,,,,,,,,,,,,,,,v-prpend-,,,,,,,
8822,συγκειμένων,,σύγκειμαι,,,,,,,,,,,,,,,,,,,v-prpeng-,,,,,,,
8729,συγκεραννύμενος,συγκεράννυμι,,,,,,,,,,,,,,,,,,,,v-sppemn-,,,,,,,
9541,συγκερασθέντων,συγκεράννυμι,,,,,,,,,,,,,,,,,,,,v-pappmg-,,,,,,,
1675,συγκεχωρημένον,συγχωρέω,,,,,,,,,,,,,,,,,,,,v-srpenn-,,,,,,,
23007,συγκεῖμενον accento sbagliato,σύγκειμαι,,,,,,,,,,,,,,,,,,,,,,,,,,,
25877,συγκεῖσθαι,σύγκειμαι,,,,,,,,,,,,,,,,,,,,v--pne---,,,,,,,
20387,συγκινηθῆναι,συγκινέω,,,,,,,,,,,,,,,,,,,,v--anp---,,,,,,,
19863,συγκλείειν,συγκλείω,,,,,,,,,,,,,,,,,,,,v--pna---,,,,,,,
21393,συγκλεισθέντων,συγκλείω,,,,,,,,,,,,,,,,,,,,v-pappmg-,,,,,,,
3417,συγκλῶσαι,συγκλάω,,,,,,,,,,,,,,,,,,,,v-pppafn-,,,,,,,
17736,συγκοιμηθέντος,συγκοιμάομαι,,,,,,,,,,,,,,,,,,,,v-sapemg-,,,,,,,
1695,συγκοιμωμένην,συγκοιμάομαι,,,,,,,,,,,,,,,,,,,,v-sppefa-,,,,,,,
1090,συγκοιμᾶσθαι,,,συγκοιμάομαι,,,,,,,,,,,,,,,,,,v--pne---,,,,,,,
13034,συγκομίσας,συγκομίζω,,,,,,,,,,,,,,,,,,,,v-sapamn-,,,,,,,
20956,συγκρίνονται,,συγκρίνω,,,,,,,,,,,,,,,,,,,v3ppie---,,,,,,,
2846,συγκυλίεται,συγκυλίομαι,,,,,,,,,,,,,,,,,,,,v3spie---,,,,,,,
10616,συγκυρήσαντα,συγκυρέω,,,,,,,,,,,,,,,,,,,,v-papana-,,,,,,,
21160,συγκυρήσεις,,συγκύρησις,,,,,,,,,,,,,,,,,,,n-p---fa-,,,,,,,
14295,συγράφουσιν,συγγράφω,,,,,,,,,,,,,,,,,,,,,,,,,,,
17850,συγχεόμενα,συγχέω,,,,,,,,,,,,,,,,,,,,v-pppena-,,,,,,,
22827,συγχοῦν,,συγχώννυμι,,,,,,,,,,,,,,,,,,,v--pna---,,,,,,,
7888,συγχωρήσει,συγχώρησις,,,,,,,,,,,,,,,,,,,,n-s---fd-,,,,,,,
3820,συγχωρήσωσιν,συγχωρέω,,,,,,,,,,,,,,,,,,,,v3pasa---,,,,,,,
16604,συγχωρεῖν,συγχωρέω,,,,,,,,,,,,,,,,,,,,v--pna---,,,,,,,
5004,συγχωρηθεῖσ᾽,συγχωρέω,,,,,,,,,,,,,,,,,,,,v-sappfn-,,,,,,,
21032,συγχωρητέον,,συγχωρητέος,,,,,,,,,,,,,,,,,,,a-s---nn-,,,,,,,
19734,συζυγοῦντας,συζυγέω,,,,,,,,,,,,,,,,,,,,v-pppama-,,,,,,,
4681,συζῇ,συζάω,,,,,,,,,,,,,,,,,,,,v3spia---,,,,,,,
12411,συκέην,,συκῆ,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
12430,συκέων,,συκῆ,,,,,,,,,,,,,,,,,,,n-p---fg-,,,,,,,
1761,συκαμίνῳ,συκάμινον,,,,,,,,,,,,,,,,,,,,n-s---nd-,,,,,,,
17418,συκοφάνταις,συκοφάντης,,,,,,,,,,,,,,,,,,,,n-p---md-,,,,,,,
3759,συκοφαντήσας,συκοφαντέω,,,,,,,,,,,,,,,,,,,,v-sapamn-,,,,,,,
5632,συκοφαντίας,συκοφαντία,,,,,,,,,,,,,,,,,,,,n-p---ma-,n-s---fg-,n-s---mn-,,,,,
3517,συκοφαντωδεστέραν,,συκοφαντώδης,,,,,,,,,,,,,,,,,,,a-s---fac,,,,,,,
3797,συκοφαντῶν,συκοφάντης,,,,,,,,,,,,,,,,,,,,n-p---mg-,v-sppamn-,,,,,,
10229,συλήσασι,συλάω,,,,,,,,,,,,,,,,,,,,v-papamd-,,,,,,,
3321,συληθέντων,συλάω,,,,,,,,,,,,,,,,,,,,v-pappng-,,,,,,,
25721,συλλέξαντα,συλλέγω,,,,,,,,,,,,,,,,,,,,v-sapama-,,,,,,,
5367,συλλέξαντες,συλλέγω,,,,,,,,,,,,,,,,,,,,v-papamn-,,,,,,,
24035,συλλέξας,συλλέγω,,,,,,,,,,,,,,,,,,,,v-sapamn-,,,,,,,
12956,συλλέξασα,συλλέγω,,,,,,,,,,,,,,,,,,,,v-sapafn-,,,,,,,
7757,συλλήβδην,συλλήβδην,,,,,,,,,,,,,,,,,,,,d--------,,,,,,,
13368,συλλαβεῖν,συλλαμβάνω,,,,,,,,,,,,,,,,,,,,v--ana---,,,,,,,
15357,συλλαβὼν,συλλαμβάνω,,,,,,,,,,,,,,,,,,,,v-sapamn-,,,,,,,
22625,συλλεγέντες,συλλέγω,,,,,,,,,,,,,,,,,,,,v-pappmn-,,,,,,,
11757,συλλεγομένων,  ,συλλέγω,,,,,,,,,,,,,,,,,,,v-pppemg-,,,,,,,
11324,συλλεγόμενοι,συλλέγω,,,,,,,,,,,,,,,,,,,,v-pppemn-,,,,,,,
15730,συλλεγῆναι,συλλέγω,,,,,,,,,,,,,,,,,,,,v--anp---,,,,,,,
22661,συλλεγῶσιν,συλλέγω,,,,,,,,,,,,,,,,,,,,v3pasp---,,,,,,,
15176,συλληφθέντα,  ,συλλαμβάνω,,,,,,,,,,,,,,,,,,,v-pappna-,,,,,,,
17333,συλλογισμῶν,συλλογισμός,,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
19833,συμίξαντος,συμμίγνυμι,,,,,,,,,,,,,,,,,,,,,,,,,,,
4425,συμβάλλεται,συμβάλλω,,,,,,,,,,,,,,,,,,,,v3spie---,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9199,συμβαλεῖν,συμβάλλω,,,,,,,,,,,,,,,,,,,,v--ana---,,,,,,,
10211,συμβαλόντες,συμβάλλω,,,,,,,,,,,,,,,,,,,,v-papamn-,,,,,,,
10191,συμβαλὼν,συμβάλλω,,,,,,,,,,,,,,,,,,,,v-sapamn-,,,,,,,
1272,συμβασιλεύουσαν,συμβασιλεύω,,,,,,,,,,,,,,,,,,,,v-sppafa-,,,,,,,
5214,συμβεβηκόσιν,συμβαίνω,,,,,,,,,,,,,,,,,,,,v-prpand-,,,,,,,
3316,συμβεβηκότος,συμβαίνω,,,,,,,,,,,,,,,,,,,,v-srpang-,,,,,,,
16000,συμβολαίων,,συμβόλαιος,,,,,,,,,,,,,,,,,,,a-p---ng-,,,,,,,
12790,συμβουλευόμενος,συμβουλεύω,,,,,,,,,,,,,,,,,,,,v-sppemn-,,,,,,,
4555,συμβουλεύειν,συμβουλεύω,,,,,,,,,,,,,,,,,,,,v--pna---,,,,,,,
12582,συμβουλεύουσι,συμβουλεύω,,,,,,,,,,,,,,,,,,,,v3ppia---,,,,,,,
10130,συμβουλεύσαντός,συμβουλεύω,,,,,,,,,,,,,,,,,,,,v-sapamg-,,,,,,,
10685,συμβουλεύσατέ,συμβουλεύω,,,,,,,,,,,,,,,,,,,,v2pama---,,,,,,,
5628,συμβόλαια,,συμβόλαιος,,,,,,,,,,,,,,,,,,,a-p---na-,n-p---na-,,,,,,
1640,συμβόλων,,σύμβολος,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
22865,συμμάχεσθαι,συμμάχομαι,,,,,,,,,,,,,,,,,,,,v--pne---,,,,,,,
21378,συμμάχοις,σύμμαχος,,,,,,,,,,,,,,,,,,,,a-p---md-,n-p---md-,,,,,,
21655,συμμάχων,σύμμαχος,,,,,,,,,,,,,,,,,,,,a-p---mg-,,,,,,,
6097,συμμέμνησθέ,συμμιμνήσκομαι,,,,,,,,,,,,,,,,,,,,v2prie---,,,,,,,
8661,συμμέτρως,,σύμμετρος,,,,,,,,,,,,,,,,,,,d--------,,,,,,,
20145,συμμέτρῳ,,σύμμετρος,,,,,,,,,,,,,,,,,,,a-s---nd-,,,,,,,
19647,συμμίκτου,,σύμμικτος,,,,,,,,,,,,,,,,,,,a-s---fg-,,,,,,,
15136,συμμίξαντες,συμμίγνυμι,,,,,,,,,,,,,,,,,,,,v-papamn-,,,,,,,
19803,συμμίξαντος,συμμίγνυμι,,,,,,,,,,,,,,,,,,,,v-sapang-,,,,,,,
20463,συμμίξοντες,συμμίγνυμι,,,,,,,,,,,,,,,,,,,,v-pfpamn-,,,,,,,
21755,συμμίξωσι,συμμίγνυμι,,,,,,,,,,,,,,,,,,,,v3pasa---,,,,,,,
11138,συμμίσγεται,,συμμίγνυμι,,,,,,,,,,,,,,,,,,,v3spie---,,,,,,,
12717,συμμίσγουσα,συμμίγνυμι,,,,,,,,,,,,,,,,,,,,v-sppafn-,,,,,,,
10761,συμμίσγων,συμμίγνυμι,,,,,,,,,,,,,,,,,,,,v-sppamn-,,,,,,,
1880,συμμαχήσαντος,συμμαχέω,,,,,,,,,,,,,,,,,,,,v-sapamg-,,,,,,,
673,συμμαχίδων,,,συμμαχίς,,,,,,,,,,,,,,,,,,a-p---fg-,n-p---fg-,,,,,,
21386,συμμαχίᾳ,συμμαχία,,,,,,,,,,,,,,,,,,,,n-p---fn-,,,,,,,
4235,συμμαχεσάμενοι,συμμάχομαι,,,,,,,,,,,,,,,,,,,,v-papmmn-,,,,,,,
21843,συμμαχεσαμένων,συμμάχομαι,,,,,,,,,,,,,,,,,,,,v-papmmg-,,,,,,,
21897,συμμαχομένων,συμμάχομαι,,,,,,,,,,,,,,,,,,,,v-pppemg-,,,,,,,
21552,συμμαχούντων,συμμαχέω,,,,,,,,,,,,,,,,,,,,v-pppamg-,,,,,,,
17179,συμμαχούσης,συμμαχέω,,,,,,,,,,,,,,,,,,,,v-sppafg-,,,,,,,
22988,συμμαχοῦμεν,συμμαχέω,,,,,,,,,,,,,,,,,,,,v1piia---,,,,,,,
21997,συμμείξαντα,συμμίγνυμι,,,,,,,,,,,,,,,,,,,,v-sapama-,,,,,,,
16926,συμμεμιγμένον,συμμίγνυμι,,,,,,,,,,,,,,,,,,,,v-srpema-,,,,,,,
21206,συμμετατίθεσθαι,συμμετατίθημι,,,,,,,,,,,,,,,,,,,,v--pne---,,,,,,,
3189,συμμιγνύμενον,συμμίγνυμι,,,,,,,,,,,,,,,,,,,,v-sppena-,,,,,,,
20025,συμμιξάντων,συμμίγνυμι,,,,,,,,,,,,,,,,,,,,v-papamg-,,,,,,,
11692,συμμισγόντων,συμμίγνυμι,,,,,,,,,,,,,,,,,,,,v-pppamg-,,,,,,,
21612,συμμισεῖν,συμμισέω,,,,,,,,,,,,,,,,,,,,v--pna---,,,,,,,
6979,συμπάντων,,,σύμπας,,,,,,,,,,,,,,,,,,a-p---mg-,a-p---ng-,,,,,,
860,συμπάσης,,,σύμπας,,,,,,,,,,,,,,,,,,a-s---fg-,,,,,,,
21016,συμπάσῃ,,σύμπας,,,,,,,,,,,,,,,,,,,a-s---fd-,,,,,,,
13451,συμπέμψαι,συμπέμπω,,,,,,,,,,,,,,,,,,,,v--ana---,,,,,,,
13455,συμπέμψαιμι,συμπέμπω,,,,,,,,,,,,,,,,,,,,v1saoa---,,,,,,,
13591,συμπέμψας,συμπέμπω,,,,,,,,,,,,,,,,,,,,v-sapamn-,,,,,,,
13469,συμπέμψειν,συμπέμπω,,,,,,,,,,,,,,,,,,,,v--fna---,,,,,,,
13460,συμπέμψω,συμπέμπω,,,,,,,,,,,,,,,,,,,,v1sfia---,,,,,,,
11149,συμπέπτωκε,συμπίπτω,,,,,,,,,,,,,,,,,,,,v3sria---,,,,,,,
25968,συμπέπτωκεν,συμπίπτω,,,,,,,,,,,,,,,,,,,,v3sria---,,,,,,,
16485,συμπέσῃ,συμπίπτω,,,,,,,,,,,,,,,,,,,,v3sasa---,,,,,,,
17954,συμπέφυκεν,συμφύω,,,,,,,,,,,,,,,,,,,,v3sria---,,,,,,,
3671,συμπίνειν,συμπίνω,,,,,,,,,,,,,,,,,,,,v--pna---,,,,,,,
20929,συμπίπτοντες,συμπίπτω,,,,,,,,,,,,,,,,,,,,v-pppamn-,,,,,,,
20043,συμπίπτουσαι,συμπίπτω,,,,,,,,,,,,,,,,,,,,v-pppafn-,,,,,,,
10485,συμπαίζων,συμπαίζω,,,,,,,,,,,,,,,,,,,,v-sppamn-,,,,,,,
16458,συμπαλαίοντα,συμπαλαίω,,,,,,,,,,,,,,,,,,,,v-sppama-,,,,,,,
6676,συμπαρέπλει,συμπαραπλέω,,,,,,,,,,,,,,,,,,,,v3siia---,,,,,,,
21829,συμπαρέπου,συμπαρέπομαι,,,,,,,,,,,,,,,,,,,,v2spme---,,,,,,,
4007,συμπαραγενόμενος,συμπαραγίγνομαι,,,,,,,,,,,,,,,,,,,,v-sapmmn-,,,,,,,
6067,συμπαραθεῖτʼ,συμπαραθέω,συμπαρατίθημι,,,,,,,,,,,,,,,,,,,v2ppia---,,,,,,,
21052,συμπαρακεῖσθαι,συμπαράκειμαι,,,,,,,,,,,,,,,,,,,,v--pne---,,,,,,,
6798,συμπαραπλέοντος,συμπαραπλέω,,,,,,,,,,,,,,,,,,,,v-sppang-,,,,,,,
5648,συμπαραταξάμενοι,συμπαρατάσσομαι,,,,,,,,,,,,,,,,,,,,v-papemn-,,,,,,,
2528,συμπαρειληφώς,συμπαραλαμβάνω,,,,,,,,,,,,,,,,,,,,v-srpamn-,,,,,,,
23002,συμπαρετάξαντο,συμπαρατάσσομαι,,,,,,,,,,,,,,,,,,,,v3paim---,,,,,,,
21215,συμπαρεῖναι,συμπάρειμι,,,,,,,,,,,,,,,,,,,,v--pna---,,,,,,,
19451,συμπαρόντας,συμπάρειμι,,,,,,,,,,,,,,,,,,,,v-pppama-,,,,,,,
18664,συμπαρόντος,συμπάρειμι,,,,,,,,,,,,,,,,,,,,v-sppamg-,,,,,,,
