Unnamed: 0,@form,lemma_1,lemma_2,lemma_3,lemma_4,lemma_5,lemma_6,lemma_7,lemma_8,lemma_9,lemma_10,lemma_11,lemma_12,lemma_13,lemma_14,lemma_15,lemma_16,lemma_17,lemma_18,lemma_19,lemma_20,postag_1,postag_2,postag_3,postag_4,postag_5,postag_6,postag_7,postag_8
17880,Βαβυλῶνας,Βαβυλών,,,,,,,,,,,,,,,,,,,,n-p---fa-,,,,,,,
12002,Βαβυλῶνι,Βαβυλών,,,,,,,,,,,,,,,,,,,,n-s---fd-,,,,,,,
11993,Βαβυλῶνος,Βαβυλών,,,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
18683,Βαβύκαν,Βαβύκα,,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
18680,Βαβύκας,,βαβύκα,,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
12069,Βαβύλῶνι,Βαβυλών,,,,,,,,,,,,,,,,,,,,n-s---fd-,,,,,,,
3443,Βαγαβάζου,Βαγάβαζος,,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
18159,Βαγώαν,Βαγώας,,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
18052,Βαγώας,Βαγώας,,,,,,,,,,,,,,,,,,,,n-s---mn-,,,,,,,
3275,Βαγώου,Βαγώας,,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
14348,Βαζαφράνην,,Βαζαφράνης,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
14342,Βαζαφράνου,,Βαζαφράνης,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
19921,Βακτριανῶν,Βακτριάνης,,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
26015,Βακχιαδῶν,Βακχιάδαι,,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
16953,Βαλεαρικοῦ,,Βαλεαρικός,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
18580,Βαρβάρων,βάρβαρος,,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
588,Βασιλέων,,βασιλεύς,,,,,,,,,,,,,,,,,,,n-p---fg-,,,,,,,
17111,Βασταρνικοὶ,,Βασταρνικός,,,,,,,,,,,,,,,,,,,n-p---mn-,,,,,,,
8311,Βατία,βατία,,,,,,,,,,,,,,,,,,,,n-s---fn-,,,,,,,
8834,Βατείας,Βατεία,,,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
20346,Βελμινᾶτιν,,Βελμινᾶτις,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
14941,Βεμέσελιν,,Βεμέσελις,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
14494,Βεντίδιος,,Βεντίδιος,,,,,,,,,,,,,,,,,,,n-s---mn-,,,,,,,
17117,Βηίους,Βήιοι,,,,,,,,,,,,,,,,,,,,n-p---ma-,,,,,,,
14253,Βηθσουρὸν,,Βηθσουρὸν,,,,,,,,,,,,,,,,,,,n-s---na-,,,,,,,
890,Βιβλιοθήκης,,βιβλιοθήκη,,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
24944,Βιθυνία,Βιθυνία,,,,,,,,,,,,,,,,,,,,n-s---fn-,,,,,,,
25251,Βιθυνίαν,Βιθυνία,,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
13199,Βιθυνοί,Βιθυνός,,,,,,,,,,,,,,,,,,,,n-p---mn-,,,,,,,
22844,Βιθυνοὶ,Βιθυνός,,,,,,,,,,,,,,,,,,,,n-p---mn-,,,,,,,
22496,Βιθυνοὺς,,Βιθυνός,,,,,,,,,,,,,,,,,,,n-p---ma-,,,,,,,
16811,Βιθυνοῖς,,Βιθυνός,,,,,,,,,,,,,,,,,,,n-p---md-,,,,,,,
17917,Βιθυνὸν,Βιθυνός,,,,,,,,,,,,,,,,,,,,a-s---ma-,,,,,,,
3359,Βιθυνῶν,Βιθυνός,,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
3143,Βιττίδα,,Βιττίς,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
20167,Βοίους,Βοῖοι,,,,,,,,,,,,,,,,,,,,n-p---ma-,,,,,,,
20102,Βοίων,Βοῖοι,,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
8722,Βοαρίας,Βοάριος,,,,,,,,,,,,,,,,,,,,a-s---fg-,,,,,,,
19217,Βοιωτίαν,,Βοιωτία,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
4212,Βοιωτίας,,Βοιώτιος,,,,,,,,,,,,,,,,,,,a-p---fa-,,,,,,,
6275,Βοιωτίοις,,Βοιώτιος,,,,,,,,,,,,,,,,,,,a-p---md-,,,,,,,
6276,Βοιωτίων,,Βοιώτιος,,,,,,,,,,,,,,,,,,,a-p---fg-,,,,,,,
12498,Βοιωτίῃσι,  ,Βοιώτιος,,,,,,,,,,,,,,,,,,,a-p---fd-,,,,,,,
6279,Βοιωτίῳ,,Βοιώτιος,,,,,,,,,,,,,,,,,,,a-s---md-,,,,,,,
7314,Βοιὸν,Βοιόν,,,,,,,,,,,,,,,,,,,,n-s---na-,,,,,,,
3320,Βορρᾶς,Βορέας,,,,,,,,,,,,,,,,,,,,n-s---mn-,,,,,,,
5943,Βοσπορίχω,Βοσπόριχος,,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
5958,Βοσπορείῳ,,βοσπορεῖον,,,,,,,,,,,,,,,,,,,n-s---nd-,,,,,,,
25223,Βουάνων,Βουανός,,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
8848,Βουθρωτοῦ,,Βουθρωτός,,,,,,,,,,,,,,,,,,,n-s---ng-,,,,,,,
8844,Βουθρωτὸν,,Βουθρωτός,,,,,,,,,,,,,,,,,,,n-s---na-,,,,,,,
17453,Βουκεφαλίαν,Βουκεφαλία,,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
14539,Βουλόμενος,,βούλομαι,,,,,,,,,,,,,,,,,,,v-sppemn-,,,,,,,
18405,Βουσίριδας,Βούσιρις,,,,,,,,,,,,,,,,,,,,n-p---fa-,,,,,,,
20587,Βούχετον,,Βούχετος,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
20078,Βοῖοι,Βοῖοι,,,,,,,,,,,,,,,,,,,,n-p---mn-,,,,,,,
10158,Βοῦσαι,Βοῦσαι,,,,,,,,,,,,,,,,,,,,n-p---mn-,,,,,,,
11518,Βραγχίδας,,Βραγχίδαι,,,,,,,,,,,,,,,,,,,n-p---ma-,,,,,,,
11512,Βραγχίδῃσι,,Βραγχίδαι,,,,,,,,,,,,,,,,,,,n-p---md-,,,,,,,
18583,Βρασίδαν,Βρασίδης,,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
22682,Βρασίδας,,Βρασίδης,,,,,,,,,,,,,,,,,,,n-s---mn-,,,,,,,
18524,Βρασίδου,Βρασίδης,,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
3654,Βραχύλλου,Βράχυλλος,,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
19550,Βρεντεσίνων,Βρεντεσῖνος,,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
16987,Βρεντεσίου,,Βρεντέσιον,,,,,,,,,,,,,,,,,,,n-s---ng-,,,,,,,
17146,Βρεττίων,,Βρέττιος,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
21236,Βρεττιανήν,Βρεττιανή,,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
1875,Βρισηίδα,,Βρισηίς,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
3198,Βρομίου,βρόμιος,,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
3326,Βρομιάδι,Βρομιάς,,,,,,,,,,,,,,,,,,,,n-s---fd-,,,,,,,
15442,Βρούτου,,Βροῦτος,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
25506,Βρούτῳ,Βροῦτος,,,,,,,,,,,,,,,,,,,,n-s---md-,,,,,,,
9259,Βροῦτον,Βροῦτος,,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
3912,Βρυτίδας,Βρυτίδαι,,,,,,,,,,,,,,,,,,,,n-p---ma-,,,,,,,
3925,Βρυτιδῶν,Βρυτίδαι,,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
726,Βυζάντιον,,,Βυζάντιος,,,,,,,,,,,,,,,,,,a-s---ma-,n-s---na-,n-s---nn-,,,,,
5688,Βυζαντίου,,Βυζάντιος,,,,,,,,,,,,,,,,,,,n-s---ng-,,,,,,,
415,Βυζαντίων,,Βυζάντιος,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
7161,Βυζαντίῳ,,Βυζάντιος,,,,,,,,,,,,,,,,,,,n-s---nd-,,,,,,,
2454,Βόας,Βόας,,,,,,,,,,,,,,,,,,,,n-s---fn-,,,,,,,
15166,Γάβαλα,  ,Γάβαλα,,,,,,,,,,,,,,,,,,,n-s---fn-,,,,,,,
17190,Γάζῃ,Γάζα,,,,,,,,,,,,,,,,,,,,n-s---fd-,,,,,,,
25142,Γάιον,Γάιος,,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
25144,Γάιος,Γάιος,,,,,,,,,,,,,,,,,,,,n-s---mn-,,,,,,,
25359,Γάιός,Γάιος,,,,,,,,,,,,,,,,,,,,n-s---mn-,,,,,,,
20475,Γάλλοι,Γάλλος,,,,,,,,,,,,,,,,,,,,n-p---mn-,,,,,,,
25000,Γάργανον,Γάργανον,,,,,,,,,,,,,,,,,,,,n-s---na-,,,,,,,
19984,Γάϊον,Γάιος,,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
7962,Γάϊος,Γάιος,,,,,,,,,,,,,,,,,,,,n-s---mn-,,,,,,,
7702,Γέλλιοι,Γέλλιος,,,,,,,,,,,,,,,,,,,,n-p---mn-,,,,,,,
7225,Γέλων,Γέλων,,,,,,,,,,,,,,,,,,,,n-s---mn-,,,,,,,
1482,Γέλωτι,Γέλως,,,,,,,,,,,,,,,,,,,,n-s---md-,,,,,,,
19457,Γέλωτος,Γέλως,,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
22812,Γέργιθα,Γέργιθος,,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
341,Γέργιθας,Γέργιθος,,,,,,,,,,,,,,,,,,,,n-p---fa-,,,,,,,
24532,Γαΐου,Γάιος,,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
25148,Γαΐῳ,Γάιος,,,,,,,,,,,,,,,,,,,,n-s---md-,,,,,,,
15126,Γαβίνιος,  ,Γαβίνιος,,,,,,,,,,,,,,,,,,,n-s---mn-,,,,,,,
9477,Γαβίους,Γάβιος,,,,,,,,,,,,,,,,,,,,n-p---ma-,,,,,,,
14926,Γαδάρων,Γάδαρα,,,,,,,,,,,,,,,,,,,,n-p---ng-,,,,,,,
22039,Γαδάτᾳ,Γαδάτας,,,,,,,,,,,,,,,,,,,,n-s---fd-,n-s---md-,,,,,,
15075,Γαδαρεῖ,,Γαδαρεύς,,,,,,,,,,,,,,,,,,,a-s---md-,,,,,,,
20125,Γαισάται,Γαισάται,,,,,,,,,,,,,,,,,,,,n-p---mn-,,,,,,,
20115,Γαισάτους,Γαισάται,,,,,,,,,,,,,,,,,,,,n-p---ma-,,,,,,,
20186,Γαισάτων,Γαισάται,,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
20053,Γαλάται,Γαλάται,,,,,,,,,,,,,,,,,,,,n-p---mn-,n-s---md-,,,,,,
20091,Γαλάταις,Γαλάται,,,,,,,,,,,,,,,,,,,,n-p---md-,,,,,,,
14672,Γαλάτας,Γαλάται,,,,,,,,,,,,,,,,,,,,n-p---ma-,,,,,,,
2818,Γαλήνας,,Γαλήνη,,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
14934,Γαλααδίτας,,Γαλααδίτης,,,,,,,,,,,,,,,,,,,n-p---ma-,,,,,,,
22968,Γαλαξιδώρῳ,Γαλαξίδωρος,,,,,,,,,,,,,,,,,,,,n-s---md-,,,,,,,
24910,Γαλατίαν,Γαλατία,,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
24512,Γαλατίας,Γαλατία,,,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
24511,Γαλατίᾳ,Γαλατία,,,,,,,,,,,,,,,,,,,,n-s---fd-,,,,,,,
3139,Γαλατείη,Γαλάτεια,,,,,,,,,,,,,,,,,,,,n-s---fn-,,,,,,,
24740,Γαλατῶν,Γαλάται,,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
17205,Γανδρίδαις,Γανδρίδαι,,,,,,,,,,,,,,,,,,,,n-p---md-,,,,,,,
2106,Γανυμήδη,Γανυμήδη,,,,,,,,,,,,,,,,,,,,n-s---fn-,,,,,,,
17411,Γεδρωσίων,Γεδρώσιοι,,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
2702,Γελοίων,,γέλοιος,,,,,,,,,,,,,,,,,,,a-p---ng-,,,,,,,
9111,Γενεθλίους,,γενέθλιος,,,,,,,,,,,,,,,,,,,n-p---ma-,,,,,,,
7318,Γεράνειαν,Γεράνεια,,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
345,Γεργίθων,Γέργιθος,,,,,,,,,,,,,,,,,,,,n-p---mg-,,,,,,,
10846,Γερμάνιοι,Γερμάνιος,,,,,,,,,,,,,,,,,,,,n-p---mn-,,,,,,,
2250,Γεροντομανίᾳ,,γεροντομανία,,,,,,,,,,,,,,,,,,,n-s---fd-,,,,,,,
1427,Γηρυτάδῃ,Γηρυτάδης,,,,,,,,,,,,,,,,,,,,n-s---md-,,,,,,,
14527,Γιτθὰ,Γιτθά,,,,,,,,,,,,,,,,,,,,n-s---fn-,,,,,,,
25515,Γλάνιν,Γλάνις,,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
24731,Γλαυκίαν,Γλαυκίας,,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
24734,Γλαυκίας,Γλαυκίας,,,,,,,,,,,,,,,,,,,,n-p---ma-,n-s---mn-,,,,,,
24765,Γλαυκίου,Γλαυκίας,,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
5847,Γλαύκου,,Γλαῦκος,,,,,,,,,,,,,,,,,,,n-s---mg-,,,,,,,
2676,Γλυκέρα,Γλυκέρα,,,,,,,,,,,,,,,,,,,,n-s---fn-,,,,,,,
2761,Γλυκέραν,Γλυκέρα,,,,,,,,,,,,,,,,,,,,n-s---fa-,,,,,,,
2674,Γλυκέρας,Γλυκέρα,,,,,,,,,,,,,,,,,,,,n-s---fg-,,,,,,,
2618,Γλυκέριον,Γλυκέριον,,,,,,,,,,,,,,,,,,,,n-s---fn-,,,,,,,
853,Γλυκεῖ,Γλυκύς,,,,,,,,,,,,,,,,,,,,a-s---md-,,,,,,,
20564,Γνάιον,Γνάιος,,,,,,,,,,,,,,,,,,,,n-s---ma-,,,,,,,
20021,Γνάιος,Γνάιος,,,,,,,,,,,,,,,,,,,,n-s---mn-,,,,,,,
